8.899641224696955288e-02 1.105790935127552257e+04 -4.784549998817841697e+03 -2.005633732130066164e+03 1.300000000000000000e+01
1.507912216506557823e-01 7.927253075220635765e+03 -5.904065354559131720e+02 5.260180932341860171e+03 3.300000000000000000e+01
2.144790186456836945e-01 6.221447181754271696e+03 5.693028219695722782e+02 2.442957744126082531e+01 7.900000000000000000e+01
2.783660776489276789e-01 5.079230852952528039e+03 -2.242734600235959022e+02 -1.414794498952940387e+02 1.170000000000000000e+02
3.435099785803411021e-01 3.882267241455031581e+03 -1.537319901323471640e+02 -3.182037861668427468e+02 2.050000000000000000e+02
4.047886761425745772e-01 3.092206195015754474e+03 -1.035207589121717042e+01 -1.849475815259038711e+02 2.350000000000000000e+02
4.676716683575679601e-01 2.384144578912382713e+03 -1.980102095102905935e+02 -5.751911537697792483e+02 3.690000000000000000e+02
5.308225101765952081e-01 1.865588499422958193e+03 -1.530389600061898214e+01 -3.153720835924930839e+02 4.330000000000000000e+02
5.945362440940590298e-01 1.447361949088608981e+03 1.890708519729156478e+01 -4.051613038601511789e+02 5.850000000000000000e+02
6.576224814588792489e-01 1.106888607471305704e+03 -8.016315724726956660e+01 -1.624284768153893879e+02 6.790000000000000000e+02
7.196632906698736676e-01 8.987583006637370318e+02 -5.418377404355071292e+01 -3.418669154086053368e+02 8.130000000000000000e+02
7.827860915688348298e-01 7.087355394710600649e+02 -2.700568690183225939e+01 -3.003102001018424403e+02 9.850000000000000000e+02
8.470398945834540783e-01 5.494963822932480753e+02 -4.786859176585996067e+01 -2.451814185949245655e+02 1.183000000000000000e+03
9.096854620527370372e-01 4.413973484114412713e+02 -3.000667498538398803e+01 -2.213869756463614351e+02 1.269000000000000000e+03
9.720789776830213169e-01 3.654622497164799029e+02 -2.502371723087316013e+01 -2.333336131425514566e+02 1.537000000000000000e+03
1.034763038959366499e+00 3.014335383850823860e+02 -2.017537426150320101e+01 -2.239567917359424598e+02 1.653000000000000000e+03
1.097576444254559247e+00 2.614611682888464657e+02 -1.365327949255186724e+01 -2.004383455092044528e+02 1.963000000000000000e+03
1.160543084780093270e+00 2.267161618002535874e+02 1.455164035123761024e-01 -1.876896555162951188e+02 2.121000000000000000e+03
1.223669666537485323e+00 2.002960447519303955e+02 1.201324066809637436e+01 -1.671134137364462902e+02 2.413000000000000000e+03
1.286817263090294094e+00 1.802577647750120491e+02 2.554490395150634896e+01 -1.421397732320021987e+02 2.635000000000000000e+03
1.349500801664080818e+00 1.596816354221116967e+02 3.322975002966934710e+01 -1.017611427324446964e+02 2.877000000000000000e+03
1.411949558842147567e+00 1.481843599108036074e+02 3.762304152965209880e+01 -9.222886994569871888e+01 3.169000000000000000e+03
1.475133575747468395e+00 1.377729533255780723e+02 3.878315096134857498e+01 -5.187990107132433337e+01 3.507000000000000000e+03
1.537860814044183622e+00 1.343755753096903049e+02 3.527421621352012693e+01 -5.189234431163047390e+01 3.469000000000000000e+03
1.600496235752816299e+00 1.355545702570989590e+02 2.260925523556948136e+01 -8.508692079189380308e+01 3.442000000000000000e+03
1.663579768167897210e+00 1.384121424396245743e+02 4.491138200900832267e+00 -1.217699680697564588e+02 3.114000000000000000e+03
1.726532082231556853e+00 1.402292084992348862e+02 -1.740933710173537818e+01 -1.474320111810675655e+02 3.028000000000000000e+03
1.789048008067354312e+00 1.423683735062296876e+02 -3.129621860349292817e+01 -1.697870256013158610e+02 2.568000000000000000e+03
1.851410046193440406e+00 1.453130012505366437e+02 -4.621928207718955406e+01 -1.796829127576087615e+02 2.506000000000000000e+03
1.913905183005287114e+00 1.493755440432575199e+02 -5.538345184204244021e+01 -2.023857270550497560e+02 2.034000000000000000e+03
1.977014699850697221e+00 1.625303683398258556e+02 -6.410116831125750991e+01 -2.248264304404307268e+02 1.864000000000000000e+03
2.039495322649380604e+00 1.724059533257093619e+02 -6.446854761268400580e+01 -2.699236445402581239e+02 1.384000000000000000e+03
2.100924002656074929e+00 1.761387795597932211e+02 -6.541078811165512263e+01 -3.189753202845125202e+02 1.074000000000000000e+03
2.164000508399174016e+00 1.571899555684024961e+02 -4.265800671380317510e+01 -3.687103810402630870e+02 7.390000000000000000e+02
2.228664443297649456e+00 1.413789625350223673e+02 -3.690734705251676218e+01 -3.798611119118123156e+02 5.130000000000000000e+02
2.290288135997491814e+00 1.365245703405341260e+02 -3.942452552957521306e+01 -3.856731600951159749e+02 2.950000000000000000e+02
2.348574605845156427e+00 1.063303954982101658e+02 -2.397206333546973767e+01 -3.252518477292762213e+02 2.070000000000000000e+02
2.414035098727600470e+00 9.065587046206111665e+01 -1.603924305419624474e+01 -2.922269232136968640e+02 1.240000000000000000e+02
2.482380303565228097e+00 7.481741085980006289e+01 -1.717830100278927130e+00 -2.574264644006802314e+02 5.200000000000000000e+01
2.540355249661966131e+00 6.508933528056898865e+01 -3.803999237714227322e-01 -2.266439392921622868e+02 9.000000000000000000e+00
2.585047253082041419e+00 1.038492663645255192e+02 7.621491087469873804e-01 -3.635923252349053314e+02 4.000000000000000000e+00
