2.966547074898984615e+00 1.264475395020106774e+01 1.577216812052411266e+00 -1.549838396278684804e+00 1.300000000000000000e+01
5.026374055021858744e+00 8.781355142612973452e+00 1.096475592078303363e+00 1.543880501598512422e+00 3.300000000000000000e+01
7.149300621522788113e+00 6.144399789999805073e+00 1.233373995743543006e+00 -2.905230816528837856e+00 7.900000000000000000e+01
9.278869254964254409e+00 5.682079881939941401e+00 2.091121057734081912e-01 -2.855445359658360882e+00 1.170000000000000000e+02
1.145033261934470126e+01 5.506082687265726250e+00 -7.176532739928880023e-02 -2.932258761302746652e+00 2.050000000000000000e+02
1.349295587141915043e+01 5.691528317476245213e+00 -5.546945377378488251e-01 -1.776435457373068072e+00 2.350000000000000000e+02
1.558905561191892986e+01 5.501350904656016283e+00 3.314757764937354412e-01 -2.051282422865214006e+00 3.690000000000000000e+02
1.769408367255316961e+01 5.796664422610048994e+00 4.601030350216696596e-01 -2.158601125107990626e+00 4.330000000000000000e+02
1.981787480313529670e+01 6.192772523047550770e+00 3.380292902643070030e-01 -1.658788203074013090e+00 5.850000000000000000e+02
2.192074938196263645e+01 6.292684129814768212e+00 -3.574451848468965416e-03 1.955880283740385472e-01 6.790000000000000000e+02
2.398877635566245203e+01 6.014675681333369717e+00 1.584400280675668238e-01 2.580283725652934290e-01 8.130000000000000000e+02
2.609286971896115759e+01 5.412112739848310206e+00 1.591700301961665731e-01 9.447167079332455808e-01 9.850000000000000000e+02
2.823466315278179550e+01 5.257632119574899399e+00 7.016080132749959175e-02 1.502823290418318969e+00 1.183000000000000000e+03
3.032284873509123102e+01 5.413596379795569291e+00 -2.209348027842680251e-01 3.719300110895398803e-01 1.269000000000000000e+03
3.240263258943403457e+01 5.521650157447222540e+00 7.050924403005227881e-02 -6.861637877367968708e-01 1.537000000000000000e+03
3.449210129864554375e+01 5.516076605868750704e+00 1.683114752038359918e-01 -6.751108893830748414e-01 1.653000000000000000e+03
3.658588147515196454e+01 5.392615809449771369e+00 4.149373497211293338e-01 -3.813427296609167572e-01 1.963000000000000000e+03
3.868476949266977272e+01 5.439425893556072644e+00 2.792085956444966266e-01 -2.343453906212408233e-01 2.121000000000000000e+03
4.078898888458283523e+01 5.409729429727630823e+00 1.584056724585893861e-01 -2.125895856544076923e-01 2.413000000000000000e+03
4.289390876967645738e+01 5.304279900451573937e+00 4.833848333012860654e-02 1.032000311010490036e-02 2.635000000000000000e+03
4.498336005546935468e+01 5.033702977707470438e+00 1.415901436064276597e-01 7.817205522766673687e-01 2.877000000000000000e+03
4.706498529473824988e+01 4.854240453312832493e+00 1.196958889190715275e-01 4.862641055787084166e-01 3.169000000000000000e+03
4.917111919158227096e+01 4.933295134483826061e+00 1.134738203421935682e-01 1.313432346788569738e-01 3.507000000000000000e+03
5.126216914174227668e+01 5.122318800709720676e+00 7.758470066189805669e-02 -5.274170628255500093e-01 3.685000000000000000e+03
5.335525146837034072e+01 5.090261709358822273e+00 1.497815704965640426e-01 -5.523979985081791666e-01 4.165000000000000000e+03
5.546637228956934251e+01 5.028913768981835730e+00 2.055445342778593476e-01 -3.233692938679167406e-01 4.377000000000000000e+03
5.757318819254808773e+01 4.920847293341638284e+00 2.613027930531535148e-01 -1.509434802688922883e-01 4.855000000000000000e+03
5.965884044590281121e+01 4.833240437929609001e+00 1.014373414928772671e-01 2.314436097464940834e-01 4.929000000000000000e+03
6.174512302159506305e+01 4.737076444500756267e+00 1.171823520298473538e-02 1.484749784245993076e-01 5.581000000000000000e+03
6.382689291137189969e+01 4.619867974665478272e+00 1.321256290082742091e-01 3.571092930726730841e-01 5.679000000000000000e+03
6.592966228838450604e+01 4.519669003911339189e+00 2.213939562247775605e-01 1.139008572093080235e-01 6.385000000000000000e+03
6.803125784825746791e+01 4.550897289697704018e+00 2.016648783186308913e-01 1.350001294200371682e-01 6.553000000000000000e+03
7.013131008699485847e+01 4.656255732131573843e+00 1.871490393440466971e-01 -2.375757426650958737e-01 7.125000000000000000e+03
7.223032366074338029e+01 4.716021043188221462e+00 1.753014741909794116e-01 -4.759697195188188901e-01 7.447000000000000000e+03
7.432334270720505742e+01 4.609162596990417526e+00 2.090093011749421525e-01 -1.822203957528126528e-01 7.929000000000000000e+03
7.642066756954473306e+01 4.432903223608581023e+00 2.570995119378980953e-01 1.616861817435955306e-01 8.353000000000000000e+03
7.850471694556040347e+01 4.313785086369523292e+00 2.509794318275684333e-01 4.426478652288887705e-01 8.775000000000000000e+03
8.059701946059529121e+01 4.302508079698630361e+00 2.221340034619235515e-01 2.721252896445392477e-01 9.313000000000000000e+03
8.269521798132063850e+01 4.298327011714333068e+00 2.262738996797269697e-01 7.608211722426740098e-02 9.841000000000000000e+03
8.478307522909847194e+01 4.258608615082206228e+00 3.100042696590213365e-01 8.159016152524897758e-02 1.019100000000000000e+04
8.687780839616016237e+01 4.265608068000507735e+00 3.320691208986185639e-01 -1.580427250827198260e-01 1.089700000000000000e+04
8.897524569656535220e+01 4.254857116147597651e+00 3.946445903479871009e-01 -2.276733768212083897e-01 1.130100000000000000e+04
9.108077810470518898e+01 4.231987998138601270e+00 3.969497975419142288e-01 -1.008123246377933130e-01 1.202500000000000000e+04
9.318432266948052245e+01 4.135753058894589884e+00 4.419646827017912338e-01 2.082683466307095124e-02 1.242300000000000000e+04
9.527887641048309320e+01 4.037752213744870922e+00 4.972122892001087924e-01 1.371115126465029255e-01 1.302100000000000000e+04
9.736254237981037818e+01 3.967599396532121236e+00 5.133564705100233105e-01 3.349109736256616343e-01 1.340500000000000000e+04
9.944832814799407572e+01 3.953676795633981556e+00 5.996648719472646993e-01 2.170482497227452512e-01 1.424700000000000000e+04
1.015460879802399035e+02 3.996381231838450176e+00 6.229598632215965770e-01 3.098129683552803409e-02 1.471300000000000000e+04
1.036426375667732316e+02 3.985856753772837546e+00 7.186758443242434735e-01 -6.818043120605066232e-02 1.548900000000000000e+04
1.057389390539465950e+02 3.968824672487684335e+00 8.126506616551091300e-01 8.426054067499882949e-02 1.591300000000000000e+04
1.078395855981474227e+02 3.920083574083920830e+00 8.608396024576414618e-01 1.267045558289726370e-01 1.687900000000000000e+04
1.099389405850131709e+02 3.903107516377619657e+00 8.835381093614247394e-01 2.660713592674874839e-01 1.719300000000000000e+04
1.120392143152385387e+02 3.869196712329853405e+00 9.362997564641244441e-01 2.435548520889213864e-01 1.815700000000000000e+04
1.141233458569757744e+02 3.815115929693013275e+00 1.023752964086185324e+00 5.053228434623829868e-01 1.833900000000000000e+04
1.162159397555423084e+02 3.775743597508163685e+00 1.108319200314652031e+00 6.047236138616430834e-01 1.957300000000000000e+04
